age,study_hours,attendance_percentage,internet_access,study_method,math_score,science_score,english_score
-1.4529293932682679,-0.5336848818931238,0.6463759679139582,1,3,-1.0074234411461027,-0.39716730047681,-0.3216388084185157
0.8939118169857572,-0.2574885933064257,0.8894203981928142,1,5,-0.2951611675094486,0.2401093582482857,0.05229142680945262
0.30720151442225085,1.6758854268004613,-0.6591198290124676,1,3,1.0050760031561214,1.486127899934667,0.7426241687687792
-0.2795087881412554,-1.4543391771821175,-1.1729851958877628,1,3,-0.9261586179795048,-1.7240343734939867,-0.4319002880370191
-0.2795087881412554,-1.3622737476532183,-0.9716055250852823,1,1,-2.6231593370467015,-1.4767329835409644,-1.6160126995922528
1.4806221195492635,-0.21145587854197617,-0.3744106392572368,1,0,-0.5867584741660655,0.6919099745086147,0.009145630436994788
-1.4529293932682679,-1.1321101738309698,0.4588845502702692,1,5,-1.045665710871561,-1.633674250241921,-1.1749667811182385
0.8939118169857572,0.617132987218118,-1.0827115503556166,1,1,-0.3381837209505887,-0.17364489032696281,-0.49422199390834737
-0.8662190907047617,-0.4876521671286741,1.0144146766219397,1,2,-0.4624710975583271,-0.20217966609077315,-1.2181125774906967
-1.4529293932682679,1.1695255643915143,-0.87438775297374,1,2,0.3884194038331124,0.31620209361844676,0.8432976936378475
0.30720151442225085,0.8472965610403665,1.0769118158365032,1,3,0.555729333881991,0.9011649967765569,0.3399300692925053
1.4806221195492635,-0.11939044901307672,1.4727270308620688,1,3,-0.08482868401942995,-0.4304578722012551,-0.27369903467134027
0.8939118169857572,1.1695255643915143,-1.166041069308367,1,2,0.5413884827349437,0.7965374856425859,-0.3599906274162559
0.8939118169857572,-1.3622737476532183,1.4518946511238813,1,5,-1.442429259273187,-1.7573249452184323,-0.6572172246487438
0.8939118169857572,0.2949039838669706,0.7158172337079171,1,0,1.1628253657736354,0.1117028673111394,0.31596018241891755
0.8939118169857572,0.3409366986314201,1.347732752432943,1,0,0.12550379947058904,0.6253288310597246,0.594010870152535
0.30720151442225085,-0.9019466000087215,-0.5341255505833419,1,2,-0.0322455631469252,-0.8299447328945989,-0.31684483104379807
-1.4529293932682679,-1.546404606711017,1.2644032334801922,1,4,-0.31428230237217747,-0.630201302547927,-0.4606641522853244
1.4806221195492635,0.1107731248091717,-0.08275732292260951,1,4,-1.1986347897733924,0.2924231138152716,-0.25931710254718776
-0.2795087881412554,0.06474041004472218,-1.0757674237762207,1,2,-0.6632430136169815,-0.4685042398863356,-0.15864357767811926
0.30720151442225085,0.5250675576892191,1.7227155877203202,1,5,1.009856286871804,0.6586194027841693,0.6659205307732982
-0.2795087881412554,-0.9940120295376207,1.5560565498148196,1,1,0.6178730221858599,-1.514779351226045,-1.1701728037435213
-0.8662190907047617,-1.1321101738309698,-1.3049236008962846,1,4,-1.0743474131656545,-1.3578380845250884,-2.100204414438725
1.4806221195492635,1.6298527120360113,-0.15219858871656836,1,3,1.7316791279398225,1.723917697966419,1.7397714627100285
0.8939118169857572,-1.3162410328887686,1.6879949548233406,1,2,-1.1890742223420283,-1.5480699229504902,-0.3072568762943632
0.30720151442225085,1.7219181415649107,0.16723123393564288,1,0,1.7316791279398225,1.138954794808309,0.2680204086717421
-0.2795087881412554,0.7552311315114675,-0.006371930549254207,1,5,1.4735438072929812,1.381500388800696,1.1117604266220305
0.8939118169857572,0.4330021281603196,-1.0549350440380332,1,5,-0.9978628737147385,1.2435823059422801,-0.014824256436592935
0.30720151442225085,-0.5797175966575736,-0.277192867145694,1,2,-1.1125896828911124,-0.9155490601860296,0.21049268017513145
-0.2795087881412554,1.2615909939204137,-0.006371930549254207,1,5,0.5891913198917661,0.4636317683981328,0.38307586566496343
-0.2795087881412554,1.3996891382137628,0.7435937400255009,1,1,0.7565012499406446,1.0581062634775131,1.5192485034730216
-0.8662190907047617,0.7552311315114675,-0.1730309684547558,1,5,0.7421603987935981,0.8916534048552867,0.6563325760238636
-1.4529293932682679,0.7091984167470176,0.46582867684966567,1,3,1.4687635235772991,0.397050624949242,1.0110869017529616
0.30720151442225085,-0.027325019484177267,-1.3813089932696394,1,0,-0.1565329397546636,-0.30205138126410913,0.44060359416157413
1.4806221195492635,-1.4543391771821175,0.917196904510398,1,0,-1.1460516689008882,-1.1485830622571465,-1.3044041702356124
-1.4529293932682679,1.7219181415649107,-1.7215711956600375,1,4,1.4018395515577475,1.714406106045149,1.7397714627100285
1.4806221195492635,-1.684502751004366,0.4936051831672486,1,0,-0.8544543622442712,-0.96310701979238,-1.3763138308563754
0.8939118169857572,-0.027325019484177267,1.13246482847167,1,3,0.890349193979748,0.4636317683981328,-0.09632187180679098
-0.8662190907047617,-0.4416194523642246,0.9241410310897935,1,3,-0.4911527998524206,0.17352821479939548,-0.09632187180679098
0.30720151442225085,0.939361990569266,-1.2215940819435342,1,3,0.684796994205411,0.29717890977590633,0.004351653062277175
-1.4529293932682679,0.801263846275917,1.1949619676862333,1,5,0.4314419572742522,0.4160738087917824,1.7397714627100285
0.8939118169857572,0.4330021281603196,-1.4576943856429943,1,3,-1.0026431574304209,-0.26400501357902856,-0.17302550980227177
0.8939118169857572,-1.4543391771821175,-1.5063032716987657,1,1,-1.5475955010181965,-1.300768532997468,-1.6639524733394282
-0.2795087881412554,-0.9019466000087215,1.118576575312878,1,2,0.6035321710388134,-0.3591209327917294,-0.35040267266682107
-1.4529293932682679,-1.4083064624176678,-1.1035439300938041,1,1,-1.2559981943615797,-1.3673496764463586,-0.465458129660042
1.4806221195492635,1.6298527120360113,-0.1799750950341513,1,2,0.6465547244799531,1.4623489201314919,1.164494177743923
-0.2795087881412554,-1.270208318124319,1.5143917903384436,1,0,-1.0217642922931498,-1.609895270438746,-0.47025210703475967
1.4806221195492635,1.6298527120360113,-1.0132702845616577,1,4,1.019416854303168,1.723917697966419,1.7397714627100285
0.8939118169857572,-1.3622737476532183,0.9727499171455649,1,0,-1.5428152173025143,-1.752569149257797,-1.4913692878495965
0.8939118169857572,1.2615909939204137,0.29222551236476857,1,0,1.0911211100384017,1.3006518574699,1.7397714627100285
0.8939118169857572,0.2488712691025207,-0.3258017532014654,1,5,0.14940521804900025,0.14023764307495007,0.9152073542586107
-0.8662190907047617,1.1234928496270649,-0.1383103355577764,1,3,1.115022528616813,0.7061773623905198,1.7301835079605932
-0.2795087881412554,0.4790348429247691,-0.3119135000426735,1,3,0.675236426774047,0.7965374856425859,0.7761820103918022
-0.2795087881412554,0.939361990569266,1.1394089550510664,1,0,1.5309072118811682,1.4052793686038711,1.030262811251832
-0.2795087881412554,0.801263846275917,1.090800068995295,1,4,1.3444761469695612,1.0390830796349728,1.7397714627100285
-1.4529293932682679,-0.809881170479822,-0.4369077784717992,1,4,-1.1699530874792994,-1.8334176805885927,-1.1749667811182385
0.30720151442225085,1.4917545677426622,0.6880407273903341,1,5,0.9381520311365704,0.8440954452489362,0.7570061008929317
-1.4529293932682679,0.4790348429247691,0.11167822130047501,1,4,0.19242777149014004,0.8440954452489362,0.17214086117739122
0.8939118169857572,-1.0400447443020704,0.8616438918752312,1,4,-1.1460516689008882,-1.0867577147688912,-0.182613464551707
0.8939118169857572,-0.671783026186473,-1.5618562843339325,1,3,-0.5963190415974301,-0.7158056298393576,-0.49422199390834737
1.4806221195492635,0.1107731248091717,-0.5688461834803213,1,2,0.2832531620881029,-0.09755215495680207,-0.5133979034072175
0.8939118169857572,1.3076237086848634,-0.5688461834803213,1,4,0.7230392639308695,-0.030971011507911542,0.967941105380504
-0.2795087881412554,1.0314274200981655,0.33389027184114345,1,0,0.5891913198917661,-0.12133113475997728,0.6227747344008406
1.4806221195492635,-0.671783026186473,-1.0132702845616577,1,1,-0.051366698009654106,0.08316809154732942,-0.7722726816419648
-0.2795087881412554,0.663165701982568,0.11167822130047501,1,1,0.9716140171463455,0.9296997725403668,1.1740821324933584
-0.8662190907047617,-1.7305354657688157,1.6671625750851533,1,3,-1.5141335150084207,-1.6764764138876365,-1.2324945096148492
1.4806221195492635,-0.5797175966575736,-1.5826886640721198,1,3,-1.4328686918418228,-0.848967916737139,-0.7866546137661177
-0.2795087881412554,1.1695255643915143,0.014460449188933246,1,4,-0.3095020186564955,1.723917697966419,0.38786984303968075
-1.4529293932682679,-1.2241756033598692,-1.2563147148405136,1,1,-0.4672513812740094,-1.376861268367629,-1.361931898732223
-0.2795087881412554,-0.4876521671286741,0.2852813857853721,1,3,0.7804026685190558,-0.311562973185379,-0.7914485911408349
0.8939118169857572,-1.7305354657688157,-0.9021642592913235,1,1,-1.518913798724103,-1.5623373108323955,-0.5901015414026982
-0.8662190907047617,-1.6384700362399163,1.3963416384887135,1,1,-1.0695671294499722,-0.9583512238317449,-1.9132392968247403
-0.2795087881412554,-1.2241756033598692,-0.6313433226948837,1,0,-1.4280884081261405,-0.04523839938981687,-1.5824548579692301
-1.4529293932682679,-1.3622737476532183,1.590777182711799,1,1,-0.5102739347151496,-0.27351660550029877,-0.2017893740505771
0.8939118169857572,-0.027325019484177267,-1.7215711956600375,1,1,-0.7397275530678974,-0.026215215547276433,-0.8250064327638579
-0.2795087881412554,1.3996891382137628,1.1532972082098576,1,4,1.7125579930770933,1.723917697966419,1.6966256663375703
-0.8662190907047617,-1.4543391771821175,-0.8257788669179688,1,1,-1.2990207478027196,-1.1295598784146064,-1.9180332741994581
-0.8662190907047617,1.2615909939204137,-1.0341026642998452,1,1,0.35495741782333656,1.1294432028870387,0.9727350827552212
0.30720151442225085,0.5711002724536686,1.333844499274151,1,1,1.4783240910086637,0.5730150754927387,1.7397714627100285
0.8939118169857572,-1.1321101738309698,-0.6799522087506551,1,2,-2.7665678485171687,-2.128277030147965,-2.4405768080436703
1.4806221195492635,-0.7178157409509226,0.29222551236476857,1,5,0.4888053618624393,0.5444802997289286,-0.45107619753588957
-0.2795087881412554,-1.0400447443020704,0.8199791323988553,1,2,-0.9070374831167759,-0.7062940379180878,-0.465458129660042
-1.4529293932682679,0.9853947053337159,-0.277192867145694,1,2,0.9477125985679343,1.723917697966419,1.6678618020892653
0.8939118169857572,0.7552311315114675,-1.3813089932696394,1,1,0.49358564557812123,-0.40667889239807986,0.39745779778911594
0.30720151442225085,-0.671783026186473,1.4657829042826722,1,3,0.001216422862850298,-0.2782724014609339,-0.5133979034072175
0.8939118169857572,-1.546404606711017,0.5144375629054371,1,4,-0.7062655670581216,-0.8584795086584089,-0.8969160933846211
-1.4529293932682679,-1.1321101738309698,1.361621005591734,1,4,0.5031462130094858,-0.2877839933822038,-0.8154184780144227
-0.8662190907047617,0.4330021281603196,0.93108515766919,1,5,0.18764748777445805,0.8536070371702065,1.2364038383646863
0.8939118169857572,-1.4083064624176678,0.9519175374073775,1,3,-0.39076684182309346,0.4446085845555924,-0.3024628989196456
0.8939118169857572,0.1107731248091717,0.31305789210295604,1,1,-0.3238428698035421,-0.36387672875236454,-0.053176075434333156
-0.2795087881412554,0.38696941339586965,-1.714627069080642,1,1,0.3597377015390186,-0.644468690429832,-0.02920618856074543
0.8939118169857572,0.663165701982568,1.3269003726947546,1,5,0.7995238033817851,1.0676178553987834,0.7522121235182145
1.4806221195492635,-1.3162410328887686,1.146353081630462,1,1,-1.1364911014695236,-0.8394563248158688,-1.5584849710956423
-0.2795087881412554,-0.16542316377752644,0.7922026260812723,1,4,-0.3095020186564955,-0.6682476702330072,-0.4319002880370191
1.4806221195492635,-0.11939044901307672,1.3130121195359636,1,1,0.7851829522347384,1.4338141443676817,1.1453182682450527
-0.8662190907047617,1.1695255643915143,-1.096599803514408,1,3,1.1054619611854488,0.7680027098787758,1.1740821324933584
-0.8662190907047617,-0.11939044901307672,-0.7563376011240104,1,1,0.08726152974513054,0.4826549522406733,0.30637222766948236
0.8939118169857572,-0.3035213080708754,-1.186873449046555,1,1,-1.026544576008832,-0.8156773450126936,-0.29766892154492797
0.30720151442225085,-1.3162410328887686,0.5074934363260406,1,0,-1.270339045508626,-0.6349570985085621,-0.7387148400189422
-1.4529293932682679,0.663165701982568,-0.2146957279311307,1,1,0.19242777149014004,-0.3210745651066492,-0.1011158491815086
0.8939118169857572,0.38696941339586965,-1.3813089932696394,1,5,0.6226533059015419,0.43985278859495763,0.531689164281207
-0.8662190907047617,0.7552311315114675,0.26444900604718463,1,0,0.407540538695841,-0.7110498338787229,0.3255481371683528
0.8939118169857572,0.5250675576892191,-0.5619020569009249,1,2,0.23545032493128049,0.4065622168705122,0.05229142680945262
-1.4529293932682679,1.3076237086848634,-0.03414843686683813,1,4,0.675236426774047,0.5635034835714684,1.2124339514910984
0.8939118169857572,1.3076237086848634,-0.8257788669179688,1,3,1.7316791279398225,1.2863844695879951,1.5480123677213267
0.8939118169857572,-0.671783026186473,-1.1729851958877628,1,1,-1.9013364959786825,-0.27351660550029877,-1.937209183698328
0.8939118169857572,-1.08607745906652,-0.1730309684547558,1,5,-1.1699530874792994,-0.9012816723041246,-1.0071775730031245
0.30720151442225085,1.4457218529782128,-0.9507731453470949,1,5,0.21632919006855125,0.7109331583511552,0.15296495167852145
-0.2795087881412554,0.7091984167470176,-0.3258017532014654,1,2,0.37407855268606516,-0.15937750244505783,1.030262811251832
0.8939118169857572,1.6298527120360113,-0.40913127215421624,1,4,0.46012365956834606,1.5574648393441926,0.5268951869064898
-0.8662190907047617,-0.027325019484177267,1.5282800434972357,1,4,-0.27604003264671967,0.354248461303527,-0.7051569983959193
